"","i","j","x"
"1",18,13,5110
"2",66,13,245
"3",339,13,966
"4",671,13,350
"5",2946,13,168
"6",3893,13,476
"7",12373,13,133
"8",1,19,13692
"9",3,19,150286
"10",7,19,12225
"11",8,19,55583
"12",9,19,18256
"13",13,19,489
"14",14,19,227222
"15",18,19,118990
"16",19,19,24124
"17",21,19,28525
"18",22,19,40587
"19",35,19,13203
"20",37,19,50530
"21",39,19,14670
"22",40,19,19723
"23",60,19,6357
"24",62,19,24124
"25",66,19,5705
"26",80,19,68134
"27",90,19,89650
"28",92,19,106602
"29",95,19,64874
"30",96,19,57213
"31",104,19,12225
"32",120,19,6194
"33",121,19,29340
"34",130,19,45803
"35",144,19,23798
"36",224,19,19234
"37",228,19,6683
"38",257,19,88183
"39",315,19,1304
"40",355,19,27221
"41",378,19,23146
"42",379,19,23146
"43",422,19,32763
"44",450,19,6520
"45",486,19,1467
"46",682,19,8965
"47",715,19,30807
"48",837,19,1630
"49",893,19,1793
"50",1077,19,4075
"51",1350,19,652
"52",1433,19,1467
"53",1434,19,3749
"54",1436,19,6683
"55",1438,19,815
"56",1444,19,4564
"57",1459,19,489
"58",1522,19,3912
"59",1890,19,652
"60",2357,19,1141
"61",2581,19,3097
"62",2598,19,2608
"63",2726,19,2934
"64",2908,19,3097
"65",2932,19,2119
"66",2969,19,17278
"67",2995,19,815
"68",2998,19,815
"69",3002,19,815
"70",3003,19,815
"71",3496,19,1467
"72",3853,19,9128
"73",4798,19,978
"74",5043,19,3423
"75",5571,19,1793
"76",5955,19,2608
"77",6188,19,7172
"78",6385,19,1956
"79",6862,19,1630
"80",6865,19,978
"81",7668,19,1793
"82",8221,19,1467
"83",8275,19,1467
"84",8314,19,1467
"85",9334,19,1630
"86",9574,19,1304
"87",9694,19,1467
"88",11389,19,815
"89",14693,19,163
"90",19469,19,163
"91",20322,19,326
"92",20328,19,326
"93",22407,19,1467
"94",28510,19,489
"95",30135,19,652
"96",34746,19,489
"97",38896,19,652
"98",44113,19,489
"99",44117,19,1304
"100",51603,19,1630
"101",51604,19,1304
"102",51607,19,815
"103",62887,19,163
"104",74424,19,326
"105",75035,19,163
"106",75600,19,1141
"107",77690,19,652
"108",81055,19,815
"109",90132,19,489
"110",104014,19,489
"111",112161,19,652
"112",112912,19,815
"113",114562,19,652
"114",114565,19,652
"115",114566,19,652
"116",114567,19,652
"117",117547,19,815
"118",1,39,1176
"119",3,39,12908
"120",18,39,10220
"121",39,39,1260
"122",40,39,1694
"123",63,39,714
"124",257,39,7574
"125",357,39,294
"126",676,39,196
"127",8725,39,84
"128",17853,39,42
"129",27210,39,56
"130",69506,39,42
"131",3,65,20284
"132",5,65,2178
"133",14,65,30668
"134",18,65,16060
"135",66,65,770
"136",80,65,9196
"137",95,65,8756
"138",129,65,418
"139",130,65,6182
"140",339,65,3036
"141",598,65,1342
"142",609,65,2090
"143",671,65,1100
"144",1841,65,4114
"145",2946,65,528
"146",3840,65,198
"147",3893,65,1496
"148",6528,65,462
"149",12373,65,418
"150",2,93,3150
"151",3,93,161350
"152",4,93,6475
"153",5,93,17325
"154",9,93,19600
"155",14,93,243950
"156",17,93,3850
"157",18,93,127750
"158",19,93,25900
"159",20,93,24325
"160",21,93,30625
"161",22,93,43575
"162",30,93,5950
"163",37,93,54250
"164",39,93,15750
"165",40,93,21175
"166",68,93,3500
"167",80,93,73150
"168",81,93,11025
"169",84,93,7175
"170",90,93,96250
"171",92,93,114450
"172",93,93,1925
"173",95,93,69650
"174",96,93,61425
"175",109,93,700
"176",130,93,49175
"177",160,93,2975
"178",189,93,11550
"179",231,93,14175
"180",257,93,94675
"181",290,93,4550
"182",296,93,7000
"183",310,93,525
"184",321,93,23450
"185",339,93,24150
"186",355,93,29225
"187",378,93,24850
"188",379,93,24850
"189",422,93,35175
"190",545,93,2275
"191",617,93,1225
"192",624,93,26600
"193",665,93,4900
"194",796,93,350
"195",839,93,12425
"196",851,93,12425
"197",915,93,1400
"198",1111,93,5950
"199",1230,93,1575
"200",1272,93,1400
"201",1672,93,17850
"202",1687,93,700
"203",1688,93,1750
"204",1691,93,2100
"205",1808,93,3150
"206",1841,93,32725
"207",1928,93,4025
"208",2005,93,3150
"209",2228,93,22225
"210",2239,93,4025
"211",2455,93,2100
"212",2494,93,2975
"213",2584,93,6825
"214",2957,93,3325
"215",3330,93,6300
"216",3332,93,14000
"217",3465,93,14525
"218",3496,93,1575
"219",3497,93,2450
"220",3498,93,1750
"221",3502,93,875
"222",3771,93,2975
"223",3841,93,2625
"224",3894,93,3325
"225",4027,93,350
"226",4471,93,700
"227",4971,93,1225
"228",5176,93,525
"229",5549,93,2275
"230",5552,93,1925
"231",5807,93,700
"232",6635,93,350
"233",8278,93,1400
"234",9054,93,1400
"235",9056,93,1925
"236",11875,93,700
"237",12373,93,3325
"238",14008,93,875
"239",15357,93,1400
"240",17200,93,1575
"241",17886,93,350
"242",22078,93,1575
"243",30288,93,875
"244",31899,93,3850
"245",34540,93,700
"246",41799,93,875
"247",50300,93,350
"248",51288,93,175
"249",52289,93,875
"250",61260,93,875
"251",64048,93,700
"252",68365,93,875
"253",90396,93,875
"254",90488,93,175
"255",108299,93,875
"256",114953,93,175
"257",123270,93,700
"258",123272,93,700
"259",123275,93,700
"260",1,103,91392
"261",2,103,19584
"262",3,103,1003136
"263",4,103,40256
"264",5,103,107712
"265",6,103,1088
"266",7,103,81600
"267",8,103,371008
"268",9,103,121856
"269",11,103,3264
"270",12,103,115328
"271",13,103,3264
"272",14,103,1516672
"273",17,103,23936
"274",18,103,794240
"275",19,103,161024
"276",20,103,151232
"277",21,103,190400
"278",22,103,270912
"279",30,103,36992
"280",35,103,88128
"281",36,103,16320
"282",37,103,337280
"283",38,103,97920
"284",39,103,97920
"285",40,103,131648
"286",45,103,31552
"287",55,103,81600
"288",58,103,75072
"289",60,103,42432
"290",62,103,161024
"291",63,103,55488
"292",65,103,6528
"293",66,103,38080
"294",79,103,5440
"295",80,103,454784
"296",81,103,68544
"297",83,103,45696
"298",90,103,598400
"299",92,103,711552
"300",95,103,433024
"301",96,103,381888
"302",104,103,81600
"303",120,103,41344
"304",121,103,195840
"305",126,103,5440
"306",130,103,305728
"307",131,103,17408
"308",144,103,158848
"309",162,103,7616
"310",164,103,15232
"311",189,103,71808
"312",221,103,50048
"313",224,103,128384
"314",226,103,62016
"315",227,103,6528
"316",228,103,44608
"317",230,103,3264
"318",231,103,88128
"319",232,103,5440
"320",257,103,588608
"321",260,103,9792
"322",261,103,14144
"323",263,103,5440
"324",289,103,4352
"325",290,103,28288
"326",296,103,43520
"327",305,103,15232
"328",306,103,2176
"329",321,103,145792
"330",327,103,9792
"331",329,103,121856
"332",339,103,150144
"333",355,103,181696
"334",369,103,19584
"335",375,103,33728
"336",376,103,40256
"337",377,103,2176
"338",378,103,154496
"339",379,103,154496
"340",408,103,4352
"341",410,103,10880
"342",413,103,14144
"343",416,103,47872
"344",417,103,20672
"345",418,103,4352
"346",422,103,218688
"347",431,103,51136
"348",442,103,8704
"349",450,103,43520
"350",454,103,40256
"351",462,103,10880
"352",486,103,9792
"353",492,103,56576
"354",530,103,8704
"355",538,103,41344
"356",595,103,15232
"357",596,103,64192
"358",609,103,103360
"359",624,103,165376
"360",649,103,149056
"361",665,103,30464
"362",671,103,54400
"363",676,103,15232
"364",681,103,13056
"365",682,103,59840
"366",715,103,205632
"367",719,103,7616
"368",763,103,43520
"369",771,103,26112
"370",773,103,26112
"371",839,103,77248
"372",851,103,77248
"373",893,103,11968
"374",915,103,8704
"375",975,103,2176
"376",1077,103,27200
"377",1111,103,36992
"378",1202,103,9792
"379",1226,103,4352
"380",1266,103,14144
"381",1271,103,46784
"382",1272,103,8704
"383",1284,103,6528
"384",1316,103,20672
"385",1323,103,14144
"386",1331,103,28288
"387",1380,103,14144
"388",1405,103,10880
"389",1406,103,10880
"390",1433,103,9792
"391",1434,103,25024
"392",1443,103,9792
"393",1444,103,30464
"394",1522,103,26112
"395",1531,103,17408
"396",1539,103,23936
"397",1582,103,8704
"398",1587,103,146880
"399",1608,103,25024
"400",1639,103,41344
"401",1669,103,35904
"402",1672,103,110976
"403",1681,103,15232
"404",1687,103,4352
"405",1688,103,10880
"406",1691,103,13056
"407",1727,103,22848
"408",1752,103,4352
"409",1813,103,9792
"410",1817,103,17408
"411",1831,103,8704
"412",1841,103,203456
"413",1877,103,6528
"414",1924,103,3264
"415",1926,103,59840
"416",1928,103,25024
"417",1961,103,14144
"418",1989,103,34816
"419",2024,103,26112
"420",2137,103,3264
"421",2139,103,3264
"422",2140,103,40256
"423",2142,103,28288
"424",2164,103,8704
"425",2228,103,138176
"426",2247,103,10880
"427",2264,103,13056
"428",2296,103,15232
"429",2334,103,46784
"430",2455,103,13056
"431",2457,103,3264
"432",2459,103,10880
"433",2494,103,18496
"434",2505,103,6528
"435",2509,103,4352
"436",2601,103,6528
"437",2625,103,2176
"438",2627,103,25024
"439",2722,103,41344
"440",2726,103,19584
"441",2747,103,5440
"442",2880,103,3264
"443",2887,103,22848
"444",2908,103,20672
"445",2925,103,26112
"446",2932,103,14144
"447",2946,103,26112
"448",2957,103,20672
"449",2969,103,115328
"450",3013,103,3264
"451",3018,103,7616
"452",3027,103,31552
"453",3126,103,10880
"454",3187,103,21760
"455",3219,103,5440
"456",3224,103,8704
"457",3316,103,11968
"458",3465,103,90304
"459",3496,103,9792
"460",3497,103,15232
"461",3498,103,10880
"462",3502,103,5440
"463",3540,103,2176
"464",3620,103,13056
"465",3724,103,3264
"466",3754,103,133824
"467",3771,103,18496
"468",3824,103,4352
"469",3828,103,11968
"470",3841,103,16320
"471",3892,103,47872
"472",3893,103,73984
"473",3894,103,20672
"474",3896,103,19584
"475",4223,103,18496
"476",4286,103,14144
"477",4303,103,14144
"478",4413,103,5440
"479",4499,103,8704
"480",4507,103,14144
"481",4581,103,10880
"482",4594,103,27200
"483",4647,103,17408
"484",4678,103,17408
"485",4690,103,8704
"486",4765,103,11968
"487",4798,103,6528
"488",4873,103,5440
"489",4934,103,13056
"490",4987,103,7616
"491",4990,103,19584
"492",5036,103,4352
"493",5050,103,4352
"494",5210,103,19584
"495",5221,103,6528
"496",5276,103,2176
"497",5513,103,26112
"498",5549,103,14144
"499",5552,103,11968
"500",5822,103,16320
"501",5911,103,10880
"502",5955,103,17408
"503",5995,103,23936
"504",6057,103,4352
"505",6188,103,47872
"506",6638,103,9792
"507",6639,103,4352
"508",6922,103,2176
"509",6945,103,28288
"510",7106,103,13056
"511",7228,103,23936
"512",7244,103,5440
"513",7307,103,6528
"514",7316,103,3264
"515",7329,103,81600
"516",7456,103,3264
"517",7481,103,29376
"518",7575,103,2176
"519",7597,103,10880
"520",7715,103,10880
"521",7740,103,6528
"522",7865,103,4352
"523",8218,103,32640
"524",8221,103,9792
"525",8314,103,9792
"526",8466,103,14144
"527",8791,103,3264
"528",8884,103,14144
"529",8963,103,2176
"530",9334,103,10880
"531",9527,103,10880
"532",9600,103,20672
"533",9611,103,10880
"534",9694,103,9792
"535",9710,103,4352
"536",9784,103,2176
"537",9887,103,3264
"538",10198,103,66368
"539",10213,103,6528
"540",10341,103,19584
"541",10342,103,7616
"542",10344,103,4352
"543",10345,103,4352
"544",10606,103,5440
"545",10671,103,4352
"546",11375,103,4352
"547",11377,103,3264
"548",11378,103,3264
"549",11460,103,2176
"550",11509,103,2176
"551",11666,103,9792
"552",11725,103,4352
"553",12243,103,4352
"554",12248,103,8704
"555",12250,103,22848
"556",12373,103,20672
"557",12441,103,5440
"558",12448,103,5440
"559",12621,103,8704
"560",12782,103,2176
"561",13066,103,9792
"562",13202,103,4352
"563",13220,103,3264
"564",13369,103,5440
"565",13584,103,3264
"566",14157,103,9792
"567",14255,103,34816
"568",14657,103,15232
"569",14813,103,5440
"570",15259,103,8704
"571",15354,103,39168
"572",15357,103,8704
"573",15833,103,2176
"574",15835,103,2176
"575",15838,103,2176
"576",16058,103,2176
"577",16465,103,7616
"578",16586,103,3264
"579",17626,103,3264
"580",17657,103,6528
"581",17739,103,3264
"582",17741,103,3264
"583",17744,103,3264
"584",17894,103,2176
"585",18475,103,6528
"586",18499,103,11968
"587",18684,103,7616
"588",18715,103,16320
"589",18751,103,3264
"590",19733,103,31552
"591",20413,103,7616
"592",21132,103,7616
"593",21154,103,13056
"594",21442,103,4352
"595",21443,103,4352
"596",21444,103,4352
"597",21580,103,3264
"598",21934,103,16320
"599",22009,103,10880
"600",22014,103,13056
"601",22078,103,9792
"602",22414,103,5440
"603",23503,103,20672
"604",24509,103,3264
"605",24582,103,8704
"606",24740,103,4352
"607",24865,103,28288
"608",25059,103,3264
"609",25109,103,5440
"610",25285,103,11968
"611",25757,103,9792
"612",26282,103,9792
"613",26284,103,10880
"614",28906,103,8704
"615",29545,103,5440
"616",29676,103,4352
"617",30288,103,5440
"618",30362,103,6528
"619",30804,103,7616
"620",30807,103,47872
"621",30809,103,4352
"622",30846,103,10880
"623",31072,103,3264
"624",31166,103,3264
"625",31505,103,7616
"626",31716,103,3264
"627",31726,103,2176
"628",31899,103,23936
"629",32953,103,4352
"630",33438,103,3264
"631",33948,103,3264
"632",34120,103,5440
"633",34217,103,5440
"634",34553,103,3264
"635",34556,103,3264
"636",34930,103,6528
"637",34932,103,2176
"638",36065,103,7616
"639",36202,103,9792
"640",36691,103,1088
"641",37902,103,2176
"642",37952,103,4352
"643",38801,103,2176
"644",38803,103,5440
"645",38804,103,2176
"646",38814,103,19584
"647",40019,103,7616
"648",40194,103,5440
"649",40406,103,5440
"650",41035,103,3264
"651",41204,103,2176
"652",41672,103,2176
"653",41674,103,2176
"654",41799,103,5440
"655",42787,103,6528
"656",43462,103,3264
"657",43471,103,3264
"658",43475,103,3264
"659",44195,103,6528
"660",44312,103,4352
"661",47287,103,2176
"662",48368,103,4352
"663",48976,103,3264
"664",51395,103,3264
"665",51689,103,4352
"666",52096,103,2176
"667",52100,103,2176
"668",52289,103,5440
"669",53356,103,4352
"670",54318,103,6528
"671",57898,103,2176
"672",58790,103,4352
"673",59649,103,6528
"674",61228,103,5440
"675",61413,103,5440
"676",64297,103,5440
"677",64299,103,5440
"678",65484,103,6528
"679",65752,103,2176
"680",66062,103,3264
"681",67360,103,14144
"682",67363,103,4352
"683",68365,103,5440
"684",71310,103,2176
"685",71372,103,3264
"686",71373,103,3264
"687",74027,103,4352
"688",74404,103,2176
"689",76119,103,5440
"690",81647,103,4352
"691",83449,103,4352
"692",83668,103,2176
"693",84157,103,3264
"694",85720,103,5440
"695",89751,103,2176
"696",89960,103,2176
"697",89962,103,2176
"698",90866,103,3264
"699",92387,103,5440
"700",93958,103,4352
"701",99948,103,2176
"702",100049,103,5440
"703",105372,103,3264
"704",108299,103,5440
"705",110295,103,5440
"706",110303,103,5440
"707",120280,103,7616
"708",123440,103,4352
"709",126912,103,3264
"710",3,160,78370
"711",4,160,3145
"712",8,160,28985
"713",14,160,118490
"714",18,160,62050
"715",38,160,7650
"716",43,160,1190
"717",62,160,12580
"718",63,160,4335
"719",82,160,2890
"720",83,160,3570
"721",84,160,3485
"722",90,160,46750
"723",92,160,55590
"724",104,160,6375
"725",130,160,23885
"726",160,160,1445
"727",221,160,3910
"728",257,160,45985
"729",301,160,1615
"730",309,160,1530
"731",329,160,9520
"732",357,160,1785
"733",492,160,4420
"734",538,160,3230
"735",545,160,1105
"736",624,160,12920
"737",715,160,16065
"738",792,160,1870
"739",1331,160,2210
"740",1691,160,1020
"741",2256,160,510
"742",2264,160,1020
"743",2334,160,3655
"744",2395,160,340
"745",2428,160,3315
"746",2848,160,1785
"747",3027,160,2465
"748",3893,160,5780
"749",4194,160,510
"750",4678,160,1360
"751",6169,160,340
"752",7368,160,1105
"753",7459,160,255
"754",7715,160,850
"755",10190,160,2380
"756",10198,160,5185
"757",17362,160,340
"758",24968,160,340
"759",26273,160,340
"760",28778,160,255
"761",32466,160,510
"762",70458,160,340
"763",70463,160,340
"764",96983,160,255
"765",99190,160,680
"766",99191,160,340
"767",108201,160,255
"768",1,162,1848
"769",3,162,20284
"770",18,162,16060
"771",22,162,5478
"772",92,162,14388
"773",162,162,154
"774",257,162,11902
"775",649,162,3014
"776",715,162,4158
"777",2334,162,946
"778",4678,162,352
"779",4810,162,66
"780",4811,162,66
"781",7715,162,220
"782",10198,162,1342
"783",13217,162,286
"784",18475,162,132
"785",21154,162,264
"786",96983,162,66
"787",108201,162,66
"788",1,215,13776
"789",2,215,2952
"790",3,215,151208
"791",5,215,16236
"792",8,215,55924
"793",12,215,17384
"794",14,215,228616
"795",18,215,119720
"796",21,215,28700
"797",22,215,40836
"798",30,215,5576
"799",37,215,50840
"800",40,215,19844
"801",43,215,2296
"802",62,215,24272
"803",80,215,68552
"804",82,215,5576
"805",83,215,6888
"806",84,215,6724
"807",90,215,90200
"808",92,215,107256
"809",95,215,65272
"810",96,215,57564
"811",104,215,12300
"812",108,215,492
"813",109,215,656
"814",110,215,656
"815",112,215,492
"816",113,215,492
"817",114,215,656
"818",117,215,492
"819",124,215,492
"820",144,215,23944
"821",189,215,10824
"822",215,215,3936
"823",221,215,7544
"824",257,215,88724
"825",329,215,18368
"826",339,215,22632
"827",369,215,2952
"828",422,215,32964
"829",437,215,1148
"830",530,215,1312
"831",538,215,6232
"832",545,215,2132
"833",624,215,24928
"834",649,215,22468
"835",671,215,8200
"836",715,215,30996
"837",1298,215,656
"838",1841,215,30668
"839",1867,215,6724
"840",1926,215,9020
"841",2140,215,6068
"842",2157,215,2952
"843",2334,215,7052
"844",2428,215,6396
"845",2869,215,3444
"846",2969,215,17384
"847",3461,215,3116
"848",3561,215,3936
"849",3754,215,20172
"850",4507,215,2132
"851",4882,215,1476
"852",5043,215,3444
"853",5480,215,2132
"854",5498,215,1804
"855",7228,215,3608
"856",7435,215,2296
"857",7715,215,1640
"858",8218,215,4920
"859",9436,215,984
"860",10183,215,1312
"861",10198,215,10004
"862",10566,215,3608
"863",10567,215,2624
"864",10568,215,656
"865",10570,215,656
"866",11027,215,656
"867",11101,215,1968
"868",15400,215,1148
"869",15972,215,820
"870",16363,215,656
"871",17158,215,656
"872",17161,215,656
"873",17409,215,2460
"874",19567,215,656
"875",22219,215,656
"876",26273,215,656
"877",27098,215,492
"878",28147,215,328
"879",34805,215,1640
"880",40192,215,820
"881",46258,215,1312
"882",53375,215,492
"883",74092,215,820
"884",76410,215,984
"885",80656,215,492
"886",83909,215,164
"887",99190,215,1312
"888",99191,215,656
"889",102864,215,820
"890",112230,215,328
"891",117994,215,656
"892",117995,215,656
"893",123068,215,328
"894",123073,215,328
"895",1,221,17892
"896",2,221,3834
"897",3,221,196386
"898",4,221,7881
"899",5,221,21087
"900",8,221,72633
"901",14,221,296922
"902",18,221,155490
"903",21,221,37275
"904",30,221,7242
"905",37,221,66030
"906",38,221,19170
"907",45,221,6177
"908",62,221,31524
"909",63,221,10863
"910",80,221,89034
"911",82,221,7242
"912",83,221,8946
"913",84,221,8733
"914",90,221,117150
"915",92,221,139302
"916",95,221,84774
"917",96,221,74763
"918",104,221,15975
"919",108,221,639
"920",109,221,852
"921",110,221,852
"922",112,221,639
"923",113,221,639
"924",114,221,852
"925",117,221,639
"926",121,221,38340
"927",124,221,639
"928",144,221,31098
"929",215,221,5112
"930",221,221,9798
"931",224,221,25134
"932",226,221,12141
"933",228,221,8733
"934",257,221,115233
"935",290,221,5538
"936",327,221,1917
"937",329,221,23856
"938",330,221,14484
"939",333,221,1278
"940",355,221,35571
"941",369,221,3834
"942",378,221,30246
"943",379,221,30246
"944",422,221,42813
"945",431,221,10011
"946",530,221,1704
"947",538,221,8094
"948",628,221,2343
"949",649,221,29181
"950",671,221,10650
"951",682,221,11715
"952",715,221,40257
"953",771,221,5112
"954",773,221,5112
"955",839,221,15123
"956",851,221,15123
"957",1005,221,2769
"958",1260,221,639
"959",1926,221,11715
"960",1927,221,426
"961",1928,221,4899
"962",1964,221,852
"963",1986,221,2982
"964",1989,221,6816
"965",2005,221,3834
"966",2140,221,7881
"967",2157,221,3834
"968",2228,221,27051
"969",2318,221,2343
"970",2334,221,9159
"971",2428,221,8307
"972",2906,221,5112
"973",2908,221,4047
"974",2969,221,22578
"975",3155,221,1065
"976",3461,221,4047
"977",3872,221,2769
"978",4882,221,1917
"979",4987,221,1491
"980",4990,221,3834
"981",5398,221,852
"982",5552,221,2343
"983",6299,221,2556
"984",6360,221,4047
"985",6573,221,8520
"986",7106,221,2556
"987",7435,221,2982
"988",7681,221,1065
"989",7875,221,852
"990",8623,221,1704
"991",8695,221,852
"992",9304,221,2130
"993",9367,221,1917
"994",9436,221,1278
"995",9505,221,5964
"996",9600,221,4047
"997",10030,221,639
"998",10183,221,1704
"999",10198,221,12993
"1000",10566,221,4686
"1001",10567,221,3408
"1002",10568,221,852
"1003",10570,221,852
"1004",11027,221,852
"1005",12394,221,2343
"1006",12599,221,1491
"1007",16363,221,852
"1008",17158,221,852
"1009",17161,221,852
"1010",19991,221,639
"1011",20004,221,639
"1012",22219,221,852
"1013",25731,221,1065
"1014",25734,221,1065
"1015",28685,221,1704
"1016",31893,221,1491
"1017",33097,221,639
"1018",33099,221,639
"1019",38860,221,1065
"1020",38862,221,1065
"1021",42999,221,2769
"1022",43002,221,1065
"1023",46258,221,1704
"1024",53375,221,639
"1025",55179,221,639
"1026",70687,221,426
"1027",76410,221,1278
"1028",80795,221,213
"1029",117994,221,852
"1030",117995,221,852
"1031",14,223,20910
"1032",80,223,6270
"1033",82,223,510
"1034",83,223,630
"1035",84,223,615
"1036",92,223,9810
"1037",104,223,1125
"1038",108,223,45
"1039",109,223,60
"1040",110,223,60
"1041",112,223,45
"1042",113,223,45
"1043",114,223,60
"1044",117,223,45
"1045",14,227,30668
"1046",18,227,16060
"1047",19,227,3256
"1048",20,227,3058
"1049",39,227,1980
"1050",65,227,132
"1051",90,227,12100
"1052",189,227,1452
"1053",224,227,2596
"1054",226,227,1254
"1055",227,227,132
"1056",228,227,902
"1057",230,227,66
"1058",231,227,1782
"1059",232,227,110
"1060",538,227,836
"1061",2601,227,132
"1062",12441,227,110
"1063",51395,227,66
"1064",3,256,23050
"1065",14,256,34850
"1066",18,256,18250
"1067",19,256,3700
"1068",20,256,3475
"1069",37,256,7750
"1070",39,256,2250
"1071",90,256,13750
"1072",130,256,7025
"1073",189,256,1650
"1074",224,256,2950
"1075",226,256,1425
"1076",227,256,150
"1077",228,256,1025
"1078",230,256,75
"1079",231,256,2025
"1080",232,256,125
"1081",649,256,3425
"1082",8637,256,150
"1083",21730,256,50
"1084",3,270,33192
"1085",5,270,3564
"1086",8,270,12276
"1087",14,270,50184
"1088",18,270,26280
"1089",19,270,5328
"1090",20,270,5004
"1091",80,270,15048
"1092",92,270,23544
"1093",95,270,14328
"1094",96,270,12636
"1095",130,270,10116
"1096",257,270,19476
"1097",260,270,324
"1098",261,270,468
"1099",263,270,180
"1100",270,270,108
"1101",289,270,144
"1102",290,270,936
"1103",296,270,1440
"1104",339,270,4968
"1105",343,270,4284
"1106",378,270,5112
"1107",379,270,5112
"1108",1587,270,4860
"1109",1841,270,6732
"1110",2875,270,540
"1111",41400,270,108
"1112",3,290,14752
"1113",5,290,1584
"1114",8,290,5456
"1115",14,290,22304
"1116",62,290,2368
"1117",257,290,8656
"1118",290,290,416
"1119",327,290,144
"1120",329,290,1792
"1121",330,290,1088
"1122",333,290,96
"1123",715,290,3024
"1124",9505,290,448
"1125",9982,290,48
"1126",9983,290,208
"1127",1,321,75264
"1128",2,321,16128
"1129",3,321,826112
"1130",4,321,33152
"1131",5,321,88704
"1132",7,321,67200
"1133",8,321,305536
"1134",9,321,100352
"1135",14,321,1249024
"1136",17,321,19712
"1137",18,321,654080
"1138",19,321,132608
"1139",20,321,124544
"1140",21,321,156800
"1141",22,321,223104
"1142",30,321,30464
"1143",35,321,72576
"1144",37,321,277760
"1145",38,321,80640
"1146",39,321,80640
"1147",40,321,108416
"1148",45,321,25984
"1149",55,321,67200
"1150",58,321,61824
"1151",62,321,132608
"1152",63,321,45696
"1153",66,321,31360
"1154",80,321,374528
"1155",81,321,56448
"1156",82,321,30464
"1157",83,321,37632
"1158",84,321,36736
"1159",90,321,492800
"1160",92,321,585984
"1161",95,321,356608
"1162",96,321,314496
"1163",104,321,67200
"1164",120,321,34048
"1165",121,321,161280
"1166",126,321,4480
"1167",129,321,17024
"1168",130,321,251776
"1169",144,321,130816
"1170",162,321,6272
"1171",164,321,12544
"1172",189,321,59136
"1173",217,321,45696
"1174",224,321,105728
"1175",231,321,72576
"1176",257,321,484736
"1177",260,321,8064
"1178",289,321,3584
"1179",290,321,23296
"1180",296,321,35840
"1181",305,321,12544
"1182",306,321,1792
"1183",321,321,120064
"1184",329,321,100352
"1185",338,321,6272
"1186",339,321,123648
"1187",355,321,149632
"1188",378,321,127232
"1189",379,321,127232
"1190",410,321,8960
"1191",416,321,39424
"1192",422,321,180096
"1193",431,321,42112
"1194",450,321,35840
"1195",479,321,2688
"1196",486,321,8064
"1197",492,321,46592
"1198",538,321,34048
"1199",596,321,52864
"1200",602,321,3584
"1201",609,321,85120
"1202",624,321,136192
"1203",649,321,122752
"1204",665,321,25088
"1205",671,321,44800
"1206",676,321,12544
"1207",681,321,10752
"1208",682,321,49280
"1209",690,321,20608
"1210",707,321,9856
"1211",715,321,169344
"1212",763,321,35840
"1213",771,321,21504
"1214",773,321,21504
"1215",839,321,63616
"1216",851,321,63616
"1217",893,321,9856
"1218",915,321,7168
"1219",1070,321,6272
"1220",1077,321,22400
"1221",1111,321,30464
"1222",1240,321,8960
"1223",1271,321,38528
"1224",1272,321,7168
"1225",1311,321,20608
"1226",1323,321,11648
"1227",1331,321,23296
"1228",1349,321,6272
"1229",1406,321,8960
"1230",1409,321,29568
"1231",1443,321,8064
"1232",1451,321,4480
"1233",1522,321,21504
"1234",1531,321,14336
"1235",1582,321,7168
"1236",1608,321,20608
"1237",1669,321,29568
"1238",1672,321,91392
"1239",1681,321,12544
"1240",1687,321,3584
"1241",1688,321,8960
"1242",1691,321,10752
"1243",1727,321,18816
"1244",1808,321,16128
"1245",1813,321,8064
"1246",1831,321,7168
"1247",1841,321,167552
"1248",1867,321,36736
"1249",1897,321,6272
"1250",1926,321,49280
"1251",1928,321,20608
"1252",1999,321,7168
"1253",2001,321,55552
"1254",2024,321,21504
"1255",2140,321,33152
"1256",2142,321,23296
"1257",2228,321,113792
"1258",2239,321,20608
"1259",2264,321,10752
"1260",2296,321,12544
"1261",2316,321,14336
"1262",2334,321,38528
"1263",2428,321,34944
"1264",2455,321,10752
"1265",2505,321,5376
"1266",2565,321,3584
"1267",2581,321,17024
"1268",2584,321,34944
"1269",2627,321,20608
"1270",2670,321,9856
"1271",2722,321,34048
"1272",2887,321,18816
"1273",2906,321,21504
"1274",2925,321,21504
"1275",2932,321,11648
"1276",2935,321,8960
"1277",2946,321,21504
"1278",2957,321,17024
"1279",2969,321,94976
"1280",3126,321,8960
"1281",3155,321,4480
"1282",3219,321,4480
"1283",3224,321,7168
"1284",3330,321,32256
"1285",3332,321,71680
"1286",3421,321,23296
"1287",3445,321,9856
"1288",3465,321,74368
"1289",3754,321,110208
"1290",3757,321,8064
"1291",3765,321,8064
"1292",3771,321,15232
"1293",3824,321,3584
"1294",3853,321,50176
"1295",3892,321,39424
"1296",3893,321,60928
"1297",3894,321,17024
"1298",4138,321,2688
"1299",4223,321,15232
"1300",4303,321,11648
"1301",4321,321,7168
"1302",4412,321,5376
"1303",4413,321,4480
"1304",4415,321,5376
"1305",4416,321,7168
"1306",4424,321,33152
"1307",4427,321,7168
"1308",4507,321,11648
"1309",4581,321,8960
"1310",4594,321,22400
"1311",4647,321,14336
"1312",4690,321,7168
"1313",4727,321,3584
